Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Daytime/evening attendance,Mother's qualification,Father's qualification,Course,Application mode,Application order,Mother's occupation,Father's occupation,Previous qualification,Marital status,Nacionality,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Unemployment rate,Inflation rate,GDP,approval_rate_sem1,grade_momentum,evaluation_intensity_sem1,credit_utilization_sem1,financial_stress,parent_education,disengagement_sem1,perfect_sem1
1,1,0,1,0,0,0,1,37,19,9003,44,1,9,9,39,1,1,150.0,150.0,24.0,0.0,6.0,9.0,6.0,13.555555555555555,0.0,13.9,-0.3,0.79,100.0,-1.4444444444444446,1.5,0.0,0,28.0,0,1
0,0,0,1,0,0,0,1,3,3,9130,7,1,1,1,3,2,1,120.0,128.2,33.0,1.0,5.0,11.0,2.0,11.5,1.0,9.4,-0.8,-3.12,40.0,-1.3199999999999985,2.2,0.2,1,3.0,1,0
0,1,0,1,0,0,0,1,1,38,9238,44,1,4,9,1,1,1,150.0,145.9,19.0,3.0,6.0,6.0,6.0,15.5,0.0,13.9,-0.3,0.79,100.0,0.9100000000000001,1.0,0.5,0,19.5,0,1
0,1,0,1,0,0,0,1,38,38,9070,18,1,7,5,1,1,1,143.0,141.6,19.0,6.0,12.0,12.0,11.0,13.090909090909092,0.0,10.8,1.4,1.74,91.66666666666666,-1.0690909090909084,1.0,0.5,0,38.0,0,0
0,1,0,1,1,0,0,1,19,19,9500,1,3,5,8,1,1,1,138.0,124.9,18.0,0.0,7.0,9.0,7.0,13.2375,0.0,13.9,-0.3,0.79,100.0,0.7475000000000005,1.2857142857142858,0.0,0,19.0,0,1
0,0,0,1,1,0,0,1,38,1,9238,1,4,4,10,1,1,1,123.0,129.0,19.0,0.0,6.0,8.0,6.0,11.666666666666666,0.0,10.8,1.4,1.74,100.0,-1.2333333333333343,1.3333333333333333,0.0,1,19.5,0,1
1,0,0,1,1,0,0,1,19,37,9119,17,1,90,5,1,1,1,116.0,116.7,21.0,0.0,5.0,10.0,1.0,10.0,0.0,7.6,2.6,0.32,20.0,-1.67,2.0,0.0,1,28.0,0,0
0,1,0,1,1,0,0,1,37,19,9238,1,1,9,4,1,1,1,128.0,127.3,19.0,0.0,6.0,8.0,6.0,14.0,0.0,16.2,0.3,-0.92,100.0,1.2699999999999996,1.3333333333333333,0.0,0,28.0,0,1
0,0,0,1,1,0,0,1,19,19,9773,1,3,5,5,1,1,1,110.0,105.5,19.0,0.0,6.0,6.0,6.0,13.0,0.0,12.4,0.5,1.79,100.0,2.4499999999999993,1.0,0.0,1,19.0,0,1
0,0,0,1,1,0,0,1,3,1,9500,18,4,3,4,1,1,1,137.0,126.7,18.0,0.0,7.0,8.0,7.0,13.6875,0.0,13.9,-0.3,0.79,100.0,1.0175,1.1428571428571428,0.0,1,2.0,0,1
0,1,0,1,0,0,0,1,38,1,9500,17,1,5,4,1,1,1,142.0,136.6,18.0,0.0,7.0,7.0,7.0,13.464285714285714,0.0,12.4,0.5,1.79,100.0,-0.19571428571428662,1.0,0.0,0,19.5,0,1
0,1,0,1,1,0,0,1,38,38,9500,1,5,9,9,1,1,1,145.0,125.5,18.0,0.0,8.0,8.0,8.0,13.76375,0.0,9.4,-0.8,-3.12,100.0,1.2137499999999992,1.0,0.0,0,38.0,0,1
0,0,0,1,1,0,0,1,37,37,9500,17,1,5,5,1,1,1,142.0,131.3,19.0,0.0,8.0,8.0,7.0,14.731428571428571,0.0,10.8,1.4,1.74,87.5,1.6014285714285705,1.0,0.0,1,37.0,0,0
1,0,0,1,1,0,0,1,27,37,9670,7,1,3,3,3,1,1,110.0,110.0,27.0,7.0,12.0,12.0,9.0,12.333333333333334,0.0,9.4,-0.8,-3.12,75.0,1.333333333333334,1.0,0.5833333333333334,1,32.0,0,0
0,0,0,1,1,0,0,1,1,14,9670,17,6,4,5,1,1,1,120.0,113.7,18.0,0.0,5.0,7.0,4.0,11.4,0.0,9.4,-0.8,-3.12,80.0,0.02999999999999936,1.4,0.0,1,7.5,0,0
1,0,0,1,1,0,0,1,19,19,9119,17,6,4,0,1,1,1,124.0,126.1,20.0,0.0,5.0,7.0,4.0,13.0,0.0,7.6,2.6,0.32,80.0,0.39000000000000057,1.4,0.0,1,19.0,0,0
1,0,1,0,1,0,1,1,37,37,171,1,1,9,9,1,1,41,180.0,152.7,27.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0,-15.27,0.0,0.0,3,37.0,0,1
0,0,1,0,0,0,0,0,37,37,9991,1,1,9,9,1,4,1,130.0,118.1,37.0,0.0,5.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0,-11.809999999999999,0.0,0.0,3,37.0,0,0
1,0,0,1,0,0,0,1,3,38,9500,17,5,2,1,1,1,1,124.0,119.8,19.0,0.0,8.0,11.0,7.0,13.867142857142856,0.0,10.8,1.4,1.74,87.5,1.8871428571428552,1.375,0.0,1,20.5,0,0
0,0,0,1,1,0,0,1,3,19,9773,1,1,4,5,1,1,1,133.1,105.0,20.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,12.7,3.7,-1.7,100.0,3.333333333333334,1.0,0.0,1,11.0,0,1
1,0,0,1,0,0,0,1,3,1,9670,51,1,3,10,1,1,1,133.1,116.2,24.0,0.0,6.0,11.0,5.0,12.857142857142858,0.0,11.1,0.6,2.02,83.33333333333334,1.2371428571428567,1.8333333333333333,0.0,1,2.0,0,0
1,0,0,1,0,0,0,1,1,19,9003,44,1,4,7,39,1,1,120.0,120.0,23.0,1.0,6.0,6.0,1.0,11.0,0.0,15.5,2.8,-4.06,16.666666666666664,-1.0,1.0,0.16666666666666666,1,10.0,0,0
0,1,0,1,1,0,0,1,37,38,9500,51,1,3,3,1,1,1,129.0,137.8,20.0,2.0,7.0,7.0,7.0,16.13142857142857,0.0,11.1,0.6,2.02,100.0,2.3514285714285705,1.0,0.2857142857142857,0,37.5,0,1
1,0,0,1,0,0,0,1,38,37,9670,39,1,7,7,1,1,1,140.0,105.2,29.0,0.0,6.0,7.0,1.0,14.0,0.0,16.2,0.3,-0.92,16.666666666666664,3.4800000000000004,1.1666666666666667,0.0,1,37.5,0,0
0,0,0,1,0,0,0,1,19,38,9003,1,1,5,5,1,2,1,131.0,118.4,20.0,0.0,6.0,11.0,6.0,14.125,0.0,13.9,-0.3,0.79,100.0,2.285,1.8333333333333333,0.0,1,28.5,0,1
0,0,0,1,1,0,0,1,2,12,9238,1,1,3,10,1,1,1,107.0,104.2,20.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,11.1,0.6,2.02,100.0,1.7466666666666661,1.0,0.0,1,7.0,0,1
1,1,0,1,0,0,0,1,37,37,9238,39,1,7,7,1,2,1,120.0,134.0,40.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,8.9,1.4,3.51,100.0,-1.0666666666666664,1.1666666666666667,0.0,0,37.0,0,1
0,0,0,1,1,0,0,1,1,1,9238,1,3,3,3,1,1,1,137.0,131.4,20.0,0.0,6.0,9.0,5.0,11.8,0.0,7.6,2.6,0.32,83.33333333333334,-1.3399999999999999,1.5,0.0,1,1.0,0,0
0,1,1,1,1,0,0,1,1,1,9238,1,1,4,9,1,1,1,134.0,124.2,19.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,9.4,-0.8,-3.12,100.0,0.413333333333334,1.0,0.0,1,1.0,0,1
1,0,0,1,0,0,0,1,19,19,9773,1,2,9,9,1,1,1,121.0,122.8,19.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0,-12.28,0.0,0.0,1,19.0,0,0
1,0,0,1,1,0,0,1,1,37,9070,18,1,4,7,1,1,1,117.0,127.9,20.0,0.0,6.0,6.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0,-12.790000000000001,1.0,0.0,1,19.0,0,0
0,0,0,1,1,0,0,1,1,19,9500,1,1,5,5,1,1,1,130.0,129.1,18.0,0.0,7.0,9.0,7.0,13.044444444444444,0.0,15.5,2.8,-4.06,100.0,0.13444444444444414,1.2857142857142858,0.0,1,10.0,0,1
0,1,0,1,0,0,0,1,3,1,9254,17,1,2,3,1,1,1,140.0,129.9,19.0,0.0,6.0,15.0,6.0,11.333333333333334,0.0,9.4,-0.8,-3.12,100.0,-1.6566666666666663,2.5,0.0,0,2.0,0,1
0,0,0,1,1,0,0,1,37,37,9773,1,4,0,90,1,1,1,137.0,134.2,18.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,10.8,1.4,1.74,100.0,-0.2533333333333321,1.0,0.0,1,37.0,0,1
0,1,1,1,0,0,0,1,1,19,9238,1,1,9,9,1,1,1,145.0,129.3,19.0,0.0,6.0,11.0,3.0,11.0,0.0,10.8,1.4,1.74,50.0,-1.9300000000000015,1.8333333333333333,0.0,1,10.0,0,0
0,0,0,1,1,0,0,1,37,37,9147,1,1,9,6,1,1,1,138.0,145.0,18.0,0.0,5.0,6.0,5.0,13.0,0.0,7.6,2.6,0.32,100.0,-1.5,1.2,0.0,1,37.0,0,1
0,0,0,1,1,0,0,1,38,1,9500,17,6,9,10,1,1,1,143.0,127.3,18.0,0.0,7.0,8.0,7.0,12.217142857142855,0.0,11.1,0.6,2.02,100.0,-0.5128571428571451,1.1428571428571428,0.0,1,19.5,0,1
0,0,0,1,0,0,0,1,37,37,9085,7,1,7,7,3,1,1,120.0,120.0,32.0,4.0,10.0,20.0,4.0,11.5,2.0,15.5,2.8,-4.06,40.0,-0.5,2.0,0.4,1,37.0,1,0
0,0,0,1,1,0,0,1,1,1,9500,1,5,5,8,1,1,1,133.1,123.0,19.0,0.0,8.0,8.0,7.0,13.714285714285714,0.0,12.7,3.7,-1.7,87.5,1.4142857142857128,1.0,0.0,1,1.0,0,0
0,1,0,1,0,1,0,1,37,37,9238,17,2,3,9,1,1,1,133.0,119.7,18.0,0.0,6.0,9.0,6.0,11.333333333333334,0.0,15.5,2.8,-4.06,100.0,-0.6366666666666667,1.5,0.0,0,37.0,0,1
0,0,0,1,1,0,0,1,19,37,9500,17,2,4,7,1,1,1,134.0,133.5,19.0,0.0,7.0,8.0,7.0,14.05,0.0,13.9,-0.3,0.79,100.0,0.7000000000000011,1.1428571428571428,0.0,1,28.0,0,1
1,1,0,1,0,0,0,1,3,37,9670,1,1,4,7,1,1,1,150.0,139.5,20.0,0.0,6.0,7.0,6.0,14.833333333333334,0.0,12.7,3.7,-1.7,100.0,0.8833333333333346,1.1666666666666667,0.0,0,20.0,0,1
1,0,0,1,0,0,0,0,38,37,9991,39,1,9,9,1,1,1,133.1,154.4,27.0,0.0,5.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,-15.440000000000001,0.0,0.0,1,37.5,0,0
0,0,0,1,0,0,0,0,34,34,8014,39,1,99,99,1,2,1,130.0,114.8,44.0,0.0,6.0,9.0,6.0,11.166666666666666,0.0,7.6,2.6,0.32,100.0,-0.31333333333333435,1.5,0.0,1,34.0,0,1
0,0,0,1,0,0,0,1,37,19,9853,39,1,9,5,1,1,1,130.0,102.5,27.0,0.0,6.0,9.0,5.0,13.2,0.0,7.6,2.6,0.32,83.33333333333334,2.9499999999999993,1.5,0.0,1,28.0,0,0
1,0,0,1,1,0,0,1,37,37,9773,17,1,0,4,1,1,1,117.0,120.5,19.0,0.0,6.0,12.0,0.0,0.0,1.0,9.4,-0.8,-3.12,0.0,-12.05,2.0,0.0,1,37.0,1,0
0,1,0,1,1,0,0,1,19,9,9254,1,1,0,0,1,1,1,133.0,121.5,20.0,0.0,6.0,12.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0,-12.15,2.0,0.0,0,14.0,0,0
1,1,0,1,0,0,0,1,38,37,9500,1,1,9,9,1,1,1,156.0,156.3,18.0,0.0,8.0,8.0,8.0,15.63375,0.0,9.4,-0.8,-3.12,100.0,0.0037499999999983658,1.0,0.0,0,37.5,0,1
0,0,0,1,0,1,0,1,37,37,171,39,1,9,9,1,1,1,140.0,100.8,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0,-10.08,0.0,0.0,1,37.0,0,1
0,0,0,1,1,0,0,1,3,1,9070,1,1,2,10,1,1,1,148.0,148.0,20.0,7.0,12.0,12.0,10.0,14.7,0.0,15.5,2.8,-4.06,83.33333333333334,-0.10000000000000142,1.0,0.5833333333333334,1,2.0,0,0
1,0,0,1,1,0,0,1,19,1,171,17,1,4,1,1,1,1,135.0,131.9,19.0,6.0,12.0,12.0,12.0,13.583333333333334,0.0,8.9,1.4,3.51,100.0,0.39333333333333265,1.0,0.5,1,10.0,0,1
0,0,1,0,1,0,0,1,38,19,9853,18,5,7,7,1,1,1,121.0,117.5,20.0,0.0,6.0,14.0,2.0,12.0,0.0,10.8,1.4,1.74,33.33333333333333,0.25,2.3333333333333335,0.0,3,28.5,0,0
0,0,0,1,1,0,0,1,19,38,9500,1,1,5,3,1,1,1,114.0,112.6,19.0,0.0,7.0,10.0,6.0,11.85,0.0,16.2,0.3,-0.92,85.71428571428571,0.5899999999999999,1.4285714285714286,0.0,1,28.5,0,0
0,1,0,1,0,0,0,1,19,1,9254,1,1,3,7,1,1,1,129.0,121.0,22.0,0.0,6.0,9.0,6.0,12.833333333333334,0.0,16.2,0.3,-0.92,100.0,0.7333333333333343,1.5,0.0,0,10.0,0,1
1,0,0,1,1,0,0,1,19,1,9003,44,1,9,8,39,1,1,150.0,150.0,21.0,0.0,6.0,12.0,5.0,13.625,0.0,13.9,-0.3,0.79,83.33333333333334,-1.375,2.0,0.0,1,10.0,0,0
0,0,0,1,1,0,0,1,19,19,9773,1,1,9,9,1,1,1,111.0,110.0,18.0,0.0,6.0,6.0,5.0,12.6,0.0,11.1,0.6,2.02,83.33333333333334,1.5999999999999996,1.0,0.0,1,19.0,0,0
1,0,0,1,0,0,0,1,37,38,9130,39,1,9,4,19,4,1,133.1,100.9,48.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,-10.09,0.0,0.0,1,37.5,0,0
0,1,0,1,1,0,0,1,1,1,9773,18,4,9,9,1,1,1,114.0,111.6,21.0,0.0,6.0,6.0,6.0,12.5,0.0,11.1,0.6,2.02,100.0,1.3399999999999999,1.0,0.0,0,1.0,0,1
0,1,0,1,1,0,0,1,1,19,9853,1,1,9,4,1,1,1,153.0,139.7,19.0,0.0,7.0,7.0,7.0,13.428571428571429,0.0,11.1,0.6,2.02,100.0,-0.54142857142857,1.0,0.0,0,10.0,0,1
0,1,0,1,1,0,0,1,19,19,9500,1,3,4,8,1,1,1,129.0,127.3,20.0,0.0,7.0,7.0,6.0,12.633333333333333,0.0,7.6,2.6,0.32,85.71428571428571,-0.09666666666666757,1.0,0.0,0,19.0,0,0
0,0,0,0,0,0,0,1,37,1,9147,39,1,9,1,1,1,1,120.0,122.7,25.0,0.0,5.0,5.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,-12.27,1.0,0.0,2,19.0,0,0
0,0,0,1,1,0,0,1,38,19,9147,1,3,9,10,1,1,1,133.0,125.0,18.0,0.0,5.0,6.0,5.0,12.8,1.0,9.4,-0.8,-3.12,100.0,0.3000000000000007,1.2,0.0,1,28.5,1,1
1,0,0,1,0,0,0,1,37,37,9254,39,1,9,4,19,1,1,133.1,100.0,27.0,0.0,6.0,11.0,3.0,11.333333333333334,0.0,16.2,0.3,-0.92,50.0,1.333333333333334,1.8333333333333333,0.0,1,37.0,0,0
0,0,0,1,1,0,0,1,38,19,9556,17,2,7,7,1,1,1,125.0,121.5,20.0,0.0,7.0,13.0,4.0,13.5,0.0,11.1,0.6,2.02,57.14285714285714,1.3499999999999996,1.8571428571428572,0.0,1,28.5,0,0
1,0,0,1,1,0,0,1,1,37,9147,17,1,5,9,1,1,1,137.0,131.4,22.0,0.0,5.0,8.0,2.0,10.0,0.0,7.6,2.6,0.32,40.0,-3.1400000000000006,1.6,0.0,1,19.0,0,0
1,0,0,1,0,0,0,1,1,37,9500,39,1,9,9,1,1,1,133.1,100.0,28.0,0.0,7.0,11.0,3.0,11.916666666666666,1.0,16.2,0.3,-0.92,42.857142857142854,1.916666666666666,1.5714285714285714,0.0,1,19.0,1,0
0,1,0,1,0,0,0,0,37,37,8014,39,1,5,6,1,2,1,140.0,128.5,38.0,0.0,6.0,6.0,5.0,12.4,0.0,9.4,-0.8,-3.12,83.33333333333334,-0.4499999999999993,1.0,0.0,0,37.0,0,0
1,0,1,1,0,0,0,1,3,19,9147,1,1,3,3,1,1,1,156.0,151.1,19.0,0.0,5.0,7.0,5.0,13.6,0.0,16.2,0.3,-0.92,100.0,-1.5099999999999998,1.4,0.0,2,11.0,0,1
1,0,0,0,0,0,0,1,38,37,9670,17,1,9,9,1,1,1,132.0,122.9,20.0,0.0,6.0,6.0,6.0,11.5,0.0,10.8,1.4,1.74,100.0,-0.7900000000000009,1.0,0.0,2,37.5,0,1
0,0,0,0,0,0,0,0,37,37,9991,1,1,9,9,1,2,1,150.0,131.8,29.0,0.0,5.0,6.0,4.0,12.25,0.0,10.8,1.4,1.74,80.0,-0.9300000000000015,1.2,0.0,2,37.0,0,0
0,0,0,1,0,0,0,1,37,37,9500,39,1,9,6,1,2,1,110.0,114.3,41.0,0.0,7.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,-11.43,0.0,0.0,1,37.0,0,0
0,1,0,1,1,0,0,1,19,38,9147,18,2,9,7,1,1,1,143.0,132.2,18.0,0.0,5.0,8.0,5.0,13.75,0.0,13.9,-0.3,0.79,100.0,0.5300000000000011,1.6,0.0,0,28.5,0,1
0,0,0,1,1,0,0,1,1,19,9853,1,1,3,3,1,1,1,132.0,122.9,20.0,0.0,7.0,7.0,7.0,13.857142857142858,0.0,11.1,0.6,2.02,100.0,1.5671428571428567,1.0,0.0,1,10.0,0,1
1,0,1,0,1,0,0,1,37,12,9119,44,1,9,8,1,1,1,130.0,129.4,23.0,0.0,5.0,6.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0,-12.940000000000001,1.2,0.0,3,24.5,0,0
0,0,0,1,1,0,0,1,1,1,9003,44,1,4,3,39,1,1,140.0,140.0,20.0,0.0,6.0,10.0,5.0,11.666666666666666,0.0,12.4,0.5,1.79,83.33333333333334,-2.333333333333334,1.6666666666666667,0.0,1,1.0,0,0
1,1,0,1,0,0,0,1,1,1,9147,1,2,9,9,1,1,1,131.0,118.8,18.0,0.0,5.0,9.0,4.0,11.5,0.0,12.4,0.5,1.79,80.0,-0.379999999999999,1.8,0.0,0,1.0,0,0
0,1,0,1,0,0,0,1,34,38,9238,1,1,4,7,1,1,1,142.0,127.3,18.0,0.0,6.0,12.0,4.0,11.0,0.0,9.4,-0.8,-3.12,66.66666666666666,-1.7300000000000004,2.0,0.0,0,36.0,0,0
0,0,0,1,0,0,0,1,19,1,9500,1,2,9,1,1,1,1,133.0,122.2,20.0,0.0,7.0,9.0,6.0,12.783333333333331,0.0,13.9,-0.3,0.79,85.71428571428571,0.5633333333333308,1.2857142857142858,0.0,1,10.0,0,0
0,1,1,0,1,0,0,1,38,37,9556,39,1,7,7,19,2,1,133.1,99.5,37.0,0.0,7.0,13.0,1.0,16.0,0.0,8.9,1.4,3.51,14.285714285714285,6.050000000000001,1.8571428571428572,0.0,2,37.5,0,0
0,1,0,1,1,0,1,1,3,3,9085,1,1,6,6,1,1,13,144.0,137.6,19.0,0.0,5.0,6.0,5.0,15.4,0.0,10.8,1.4,1.74,100.0,1.6400000000000006,1.2,0.0,0,3.0,0,1
0,0,0,1,0,0,0,0,37,37,8014,1,1,9,7,1,1,1,125.0,114.9,29.0,8.0,11.0,14.0,11.0,12.75,0.0,9.4,-0.8,-3.12,100.0,1.2599999999999998,1.2727272727272727,0.7272727272727273,1,37.0,0,1
0,1,0,1,1,0,0,1,37,37,9556,39,1,9,8,1,1,1,140.0,105.0,36.0,0.0,7.0,11.0,6.0,12.35,0.0,8.9,1.4,3.51,85.71428571428571,1.8499999999999996,1.5714285714285714,0.0,0,37.0,0,0
1,0,0,1,1,0,0,1,19,37,9130,1,1,9,8,1,1,1,152.0,135.6,18.0,0.0,5.0,5.0,5.0,15.4,0.0,12.7,3.7,-1.7,100.0,1.8400000000000016,1.0,0.0,1,28.0,0,1
0,1,0,1,1,0,0,1,37,37,9500,39,1,9,7,1,1,1,130.0,133.0,26.0,0.0,7.0,7.0,6.0,13.7,0.0,7.6,2.6,0.32,85.71428571428571,0.3999999999999986,1.0,0.0,0,37.0,0,0
0,1,0,1,1,0,0,1,1,19,9670,1,2,4,7,1,1,1,121.0,135.4,19.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,8.9,1.4,3.51,100.0,-0.206666666666667,1.0,0.0,0,10.0,0,1
1,0,0,1,0,0,0,0,37,1,9991,39,1,5,4,1,1,1,133.1,151.2,25.0,0.0,5.0,11.0,4.0,11.5,0.0,12.4,0.5,1.79,80.0,-3.619999999999999,2.2,0.0,1,19.0,0,0
0,1,0,1,0,0,0,0,37,37,8014,39,1,9,7,1,4,1,133.1,140.0,43.0,0.0,6.0,6.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0,-14.0,1.0,0.0,0,37.0,0,0
1,0,0,1,0,0,0,1,3,3,9130,1,1,1,2,1,1,1,160.0,149.2,18.0,0.0,5.0,7.0,4.0,14.0,0.0,7.6,2.6,0.32,80.0,-0.9199999999999982,1.4,0.0,1,3.0,0,0
0,0,0,1,1,0,0,1,1,19,9670,17,2,5,5,1,1,1,129.0,119.2,21.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0,-11.92,0.0,0.0,1,10.0,0,0
0,0,0,1,1,0,0,1,19,37,9500,17,6,4,9,1,1,1,142.0,131.9,19.0,0.0,7.0,7.0,7.0,13.642857142857142,0.0,13.9,-0.3,0.79,100.0,0.45285714285714107,1.0,0.0,1,28.0,0,1
0,1,0,1,0,0,0,1,1,19,9500,17,6,4,4,1,1,1,143.0,129.9,20.0,3.0,7.0,7.0,7.0,13.914285714285713,0.0,11.1,0.6,2.02,100.0,0.9242857142857126,1.0,0.42857142857142855,0,10.0,0,1
1,0,0,1,1,0,0,1,3,19,9119,1,4,2,9,1,1,1,126.0,123.6,18.0,0.0,5.0,6.0,5.0,12.4,0.0,8.9,1.4,3.51,100.0,0.040000000000000924,1.2,0.0,1,11.0,0,1
1,0,0,1,1,0,1,1,37,1,9254,1,1,9,3,1,1,2,131.0,126.1,18.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,7.6,2.6,0.32,100.0,1.0566666666666666,1.0,0.0,1,19.0,0,1
0,0,0,1,1,0,0,1,4,1,9500,17,4,2,3,1,1,1,146.0,140.0,18.0,0.0,8.0,8.0,7.0,14.828571428571427,0.0,12.7,3.7,-1.7,87.5,0.8285714285714274,1.0,0.0,1,2.5,0,0
1,0,0,1,1,0,0,1,19,1,9070,44,1,9,3,39,1,1,120.0,120.0,23.0,2.0,7.0,8.0,5.0,12.2,0.0,16.2,0.3,-0.92,71.42857142857143,0.1999999999999993,1.1428571428571428,0.2857142857142857,1,10.0,0,0
0,0,0,1,1,0,0,0,38,38,8014,1,1,9,7,1,1,1,115.0,115.0,28.0,0.0,6.0,8.0,5.0,12.8,0.0,9.4,-0.8,-3.12,83.33333333333334,1.3000000000000007,1.3333333333333333,0.0,1,38.0,0,0
1,1,0,1,1,0,0,1,19,38,9070,1,3,5,7,1,1,1,127.0,141.0,19.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,12.4,0.5,1.79,100.0,1.0666666666666664,1.0,0.0,0,28.5,0,1
0,1,0,1,0,0,0,1,1,38,9773,1,1,9,9,1,1,1,123.0,116.7,18.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,12.4,0.5,1.79,100.0,0.49666666666666615,1.0,0.0,0,19.5,0,1
0,1,0,1,1,0,0,1,1,37,9238,44,1,4,8,39,1,1,150.0,145.6,20.0,3.0,6.0,6.0,6.0,13.333333333333334,0.0,13.9,-0.3,0.79,100.0,-1.2266666666666648,1.0,0.5,0,19.0,0,1
0,0,0,1,1,1,0,1,1,19,171,1,1,123,103,1,1,1,124.0,113.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0,-11.39,0.0,0.0,1,10.0,0,1
0,0,0,1,1,0,0,1,38,19,9500,1,6,5,6,1,1,1,130.0,125.1,18.0,0.0,7.0,11.0,7.0,13.37,0.0,15.5,2.8,-4.06,100.0,0.8599999999999994,1.5714285714285714,0.0,1,28.5,0,1
1,0,0,1,1,0,0,1,19,38,9130,1,1,9,9,1,1,1,132.0,130.4,18.0,0.0,6.0,6.0,6.0,13.5,0.0,8.9,1.4,3.51,100.0,0.4599999999999991,1.0,0.0,1,28.5,0,1
1,0,0,1,1,0,0,1,19,19,9003,44,1,5,5,39,1,1,170.0,170.0,20.0,0.0,6.0,8.0,6.0,14.5,0.0,16.2,0.3,-0.92,100.0,-2.5,1.3333333333333333,0.0,1,19.0,0,1
1,1,0,1,1,1,0,1,37,37,9070,17,2,9,9,1,1,1,127.0,119.3,25.0,0.0,6.0,8.0,4.0,10.25,0.0,12.7,3.7,-1.7,66.66666666666666,-1.6799999999999997,1.3333333333333333,0.0,0,37.0,0,0
0,1,0,1,1,0,0,1,19,37,9500,1,1,4,9,1,1,1,132.0,128.0,19.0,0.0,7.0,7.0,6.0,12.966666666666669,0.0,7.6,2.6,0.32,85.71428571428571,0.16666666666666785,1.0,0.0,0,28.0,0,0
0,1,0,1,1,0,0,1,19,1,9147,17,2,9,3,1,1,1,133.0,120.1,18.0,0.0,5.0,15.0,2.0,10.0,0.0,13.9,-0.3,0.79,40.0,-2.01,3.0,0.0,0,10.0,0,0
0,1,0,1,0,0,0,1,37,38,9238,1,1,9,9,1,1,1,139.0,126.1,19.0,0.0,6.0,7.0,5.0,12.333333333333334,0.0,12.7,3.7,-1.7,83.33333333333334,-0.2766666666666655,1.1666666666666667,0.0,0,37.5,0,0
1,0,0,1,0,0,0,1,3,3,9670,17,1,1,1,1,1,1,127.0,121.4,18.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,-12.14,0.0,0.0,1,3.0,0,0
1,0,0,1,1,0,0,1,3,19,9556,18,1,2,8,1,1,1,133.1,106.0,21.0,0.0,7.0,8.0,7.0,12.375,0.0,8.9,1.4,3.51,100.0,1.7750000000000004,1.1428571428571428,0.0,1,11.0,0,1
0,0,0,0,1,0,0,1,19,38,9670,1,5,9,9,1,1,1,116.0,119.5,18.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0,-11.95,0.0,0.0,2,28.5,0,0
0,0,0,1,1,0,0,1,19,38,9853,17,4,4,1,1,1,1,140.0,128.5,18.0,0.0,6.0,7.0,6.0,11.666666666666666,0.0,10.8,1.4,1.74,100.0,-1.1833333333333336,1.1666666666666667,0.0,1,28.5,0,1
1,0,0,1,1,0,0,0,1,1,9991,51,1,5,3,1,1,1,134.0,120.6,27.0,2.0,6.0,6.0,6.0,12.333333333333334,0.0,11.1,0.6,2.02,100.0,0.2733333333333352,1.0,0.3333333333333333,1,1.0,0,1
0,0,0,1,1,0,0,1,38,38,9500,1,3,9,9,1,1,1,132.0,119.3,19.0,0.0,8.0,8.0,7.0,11.98857142857143,0.0,10.8,1.4,1.74,87.5,0.05857142857142961,1.0,0.0,1,38.0,0,0
