Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Daytime/evening attendance,Mother's qualification,Father's qualification,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,approval_rate_sem1,approval_rate_sem2,grade_momentum,grade_decline,evaluation_intensity_sem1,credit_utilization_sem1,total_course_load,financial_stress,parent_education,disengagement_sem1,perfect_sem1,failed_units_sem1,failed_units_sem2,failed_units_total,grade_per_approved_unit_sem1,Course,Application mode,Application order,Mother's occupation,Father's occupation,Previous qualification,Marital status,Nacionality
0,0,0,1,1,0,0,1,19,38,130.0,130.0,23.0,1.0,7.0,8.0,6.0,14.357142857142858,0.0,1.0,7.0,8.0,6.0,14.357142857142858,0.0,7.6,2.6,0.32,85.71428571428571,85.71428571428571,1.3571428571428577,0.0,1.1428571428571428,0.14285714285714285,14.0,1,28.5,0,0,1.0,1.0,2.0,2.392857142857143,11,15,0,19,2,5,0,0
1,0,0,0,0,0,0,1,19,1,133.1,103.0,34.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-10.3,0.0,1.0,0.0,12.0,2,10.0,0,0,6.0,6.0,12.0,0.0,13,7,1,25,34,3,2,0
0,1,0,1,0,0,0,0,38,37,120.0,113.0,24.0,0.0,6.0,11.0,4.0,12.0,0.0,0.0,6.0,7.0,6.0,13.0,0.0,10.8,1.4,1.74,66.66666666666666,100.0,0.6999999999999993,-1.0,1.8333333333333333,0.0,12.0,0,37.5,0,0,2.0,0.0,2.0,3.0,2,4,0,21,30,0,0,0
0,0,0,1,0,0,0,1,2,2,132.0,128.5,18.0,0.0,6.0,11.0,5.0,12.285714285714286,0.0,0.0,6.0,19.0,3.0,14.0,1.0,12.4,0.5,1.79,83.33333333333334,50.0,-0.5642857142857132,-1.7142857142857135,1.8333333333333333,0.0,12.0,1,2.0,0,0,1.0,3.0,4.0,2.4571428571428573,5,0,0,21,30,0,0,0
1,0,0,1,0,0,0,0,34,34,116.0,116.2,21.0,9.0,11.0,11.0,11.0,12.454545454545457,0.0,3.0,11.0,17.0,8.0,12.75,0.0,9.4,-0.8,-3.12,100.0,72.72727272727273,0.8345454545454558,-0.2954545454545432,1.0,0.8181818181818182,22.0,1,34.0,0,1,0.0,3.0,3.0,1.132231404958678,2,9,3,0,0,0,0,0
1,0,0,1,0,0,0,0,3,19,133.1,119.0,39.0,3.0,9.0,10.0,9.0,13.22222222222222,0.0,2.0,7.0,8.0,7.0,13.142857142857142,0.0,8.9,1.4,3.51,100.0,100.0,1.3222222222222193,0.0793650793650773,1.1111111111111112,0.3333333333333333,16.0,1,11.0,0,1,0.0,0.0,0.0,1.4691358024691354,2,7,0,19,31,0,0,0
1,0,0,1,1,0,0,1,38,19,145.0,130.0,18.0,0.0,6.0,7.0,6.0,12.833333333333334,0.0,0.0,6.0,7.0,6.0,12.571428571428571,0.0,8.9,1.4,3.51,100.0,100.0,-0.16666666666666607,0.26190476190476275,1.1666666666666667,0.0,12.0,1,28.5,0,1,0.0,0.0,0.0,2.138888888888889,4,0,1,22,31,0,0,0
0,1,0,1,1,0,0,1,19,1,124.0,123.7,18.0,1.0,6.0,8.0,6.0,12.714285714285714,1.0,0.0,6.0,8.0,6.0,12.625,0.0,13.9,-0.3,0.79,100.0,100.0,0.34428571428571253,0.08928571428571352,1.3333333333333333,0.16666666666666666,12.0,0,10.0,1,1,0.0,0.0,0.0,2.119047619047619,4,0,1,24,27,0,0,0
0,1,0,1,1,0,0,1,1,1,134.0,120.4,18.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6.0,13.5,0.0,16.2,0.3,-0.92,100.0,100.0,0.293333333333333,-1.166666666666666,1.0,0.0,12.0,0,1.0,0,1,0.0,0.0,0.0,2.055555555555556,14,4,3,18,27,0,0,0
0,0,0,1,0,0,0,1,3,19,137.0,122.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-12.23,0.0,0.0,0.0,0.0,1,11.0,0,1,0.0,0.0,0.0,0.0,0,0,0,17,33,0,0,0
1,0,0,1,1,0,0,1,38,37,144.0,128.8,19.0,0.0,7.0,7.0,6.0,13.2,0.0,0.0,7.0,7.0,6.0,13.2,0.0,7.6,2.6,0.32,85.71428571428571,85.71428571428571,0.3199999999999985,0.0,1.0,0.0,14.0,1,37.5,0,0,1.0,1.0,2.0,2.1999999999999997,11,0,1,24,33,0,0,0
1,0,1,0,1,0,0,1,1,1,133.1,140.0,24.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0,0.0,-14.0,0.0,1.0,0.0,10.0,3,1.0,0,0,5.0,5.0,10.0,0.0,8,7,0,24,28,2,0,0
0,0,0,1,1,0,0,1,1,2,133.0,121.1,18.0,0.0,6.0,7.0,6.0,13.666666666666666,0.0,0.0,6.0,9.0,5.0,15.4,0.0,13.9,-0.3,0.79,100.0,83.33333333333334,1.5566666666666666,-1.7333333333333343,1.1666666666666667,0.0,12.0,1,1.5,0,1,0.0,1.0,1.0,2.2777777777777777,13,0,3,19,31,0,0,0
0,0,0,1,0,0,0,0,37,37,133.1,117.2,41.0,0.0,5.0,8.0,5.0,11.0,0.0,0.0,5.0,6.0,5.0,11.8,1.0,7.6,2.6,0.32,100.0,100.0,-0.7200000000000006,-0.8000000000000007,1.6,0.0,10.0,1,37.0,0,1,0.0,0.0,0.0,2.2,16,7,0,24,33,3,0,0
0,0,1,0,1,0,0,1,38,37,130.0,122.3,18.0,0.0,6.0,8.0,6.0,14.142857142857142,0.0,0.0,6.0,6.0,5.0,12.0,0.0,13.9,-0.3,0.79,100.0,83.33333333333334,1.912857142857142,2.1428571428571423,1.3333333333333333,0.0,12.0,3,37.5,0,1,0.0,1.0,1.0,2.357142857142857,14,0,1,20,27,0,0,0
0,0,0,1,0,0,0,1,19,38,131.0,118.4,20.0,0.0,6.0,11.0,6.0,14.125,0.0,0.0,6.0,10.0,5.0,12.6,0.0,13.9,-0.3,0.79,100.0,83.33333333333334,2.285,1.5250000000000004,1.8333333333333333,0.0,12.0,1,28.5,0,1,0.0,1.0,1.0,2.3541666666666665,3,0,0,20,29,0,1,0
0,1,0,1,1,0,0,1,1,38,132.0,122.6,18.0,0.0,6.0,7.0,6.0,12.285714285714286,0.0,0.0,6.0,6.0,6.0,12.0,0.0,8.9,1.4,3.51,100.0,100.0,0.02571428571428669,0.2857142857142865,1.1666666666666667,0.0,12.0,0,19.5,0,1,0.0,0.0,0.0,2.047619047619048,10,0,3,20,30,0,0,0
0,1,0,1,1,0,0,1,19,38,144.0,141.3,18.0,0.0,8.0,9.0,8.0,13.31,1.0,0.0,8.0,9.0,8.0,13.31,1.0,9.4,-0.8,-3.12,100.0,100.0,-0.8200000000000003,0.0,1.125,0.0,16.0,0,28.5,1,1,0.0,0.0,0.0,1.66375,11,0,4,19,32,0,0,0
1,0,0,1,0,0,0,1,1,1,160.0,160.0,21.0,1.0,5.0,15.0,3.0,12.333333333333334,2.0,0.0,5.0,7.0,5.0,11.4,0.0,9.4,-0.8,-3.12,60.0,100.0,-3.666666666666666,0.9333333333333336,3.0,0.2,10.0,1,1.0,1,0,2.0,0.0,2.0,4.111111111111112,5,10,0,19,28,7,0,0
0,0,0,1,1,0,0,1,37,1,136.0,120.8,19.0,6.0,14.0,22.0,7.0,12.192307692307692,5.0,6.0,14.0,22.0,7.0,12.192307692307692,5.0,7.6,2.6,0.32,50.0,50.0,0.11230769230769155,0.0,1.5714285714285714,0.42857142857142855,28.0,1,19.0,1,0,7.0,7.0,14.0,1.7417582417582416,11,0,5,20,28,0,0,0
0,0,0,1,1,0,0,1,3,38,143.0,129.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0.0,0.0,-12.969999999999999,0.0,0.0,0.0,0.0,1,20.5,0,1,0.0,0.0,0.0,0.0,0,0,0,17,2,0,0,0
1,0,0,1,1,0,0,1,1,2,136.0,122.7,18.0,0.0,5.0,7.0,5.0,12.6,0.0,0.0,5.0,9.0,3.0,13.25,0.0,13.9,-0.3,0.79,100.0,60.0,0.33000000000000007,-0.6500000000000004,1.4,0.0,10.0,1,1.5,0,1,0.0,2.0,2.0,2.52,6,5,1,20,28,0,0,0
1,0,0,0,0,0,0,1,3,38,137.0,131.4,19.0,0.0,5.0,13.0,4.0,10.0,0.0,0.0,5.0,7.0,3.0,11.333333333333334,0.0,15.5,2.8,-4.06,80.0,60.0,-3.1400000000000006,-1.333333333333334,2.6,0.0,10.0,2,20.5,0,0,1.0,2.0,3.0,2.5,8,4,0,1,33,0,0,0
1,0,0,1,0,0,0,1,3,2,150.0,150.0,25.0,9.0,14.0,16.0,14.0,12.428571428571429,0.0,3.0,9.0,13.0,6.0,10.857142857142858,0.0,15.5,2.8,-4.06,100.0,66.66666666666666,-2.571428571428571,1.5714285714285712,1.1428571428571428,0.6428571428571429,23.0,1,2.5,0,1,0.0,3.0,3.0,0.8877551020408163,3,10,0,17,26,7,0,0
0,1,0,1,1,0,0,1,19,37,135.0,128.0,19.0,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,8.0,6.0,13.125,0.0,10.8,1.4,1.74,100.0,100.0,1.1999999999999993,0.875,1.0,0.0,12.0,0,28.0,0,1,0.0,0.0,0.0,2.3333333333333335,4,0,0,24,33,0,0,0
1,0,0,1,1,0,0,1,37,38,127.0,115.8,18.0,0.0,5.0,5.0,5.0,13.4,0.0,0.0,5.0,6.0,5.0,12.2,0.0,11.1,0.6,2.02,100.0,100.0,1.8200000000000003,1.200000000000001,1.0,0.0,10.0,1,37.5,0,1,0.0,0.0,0.0,2.68,8,4,0,24,31,0,0,0
0,0,0,1,1,0,0,1,38,38,116.0,110.8,18.0,0.0,6.0,8.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,100.0,100.0,1.086666666666666,-1.333333333333334,1.3333333333333333,0.0,12.0,1,38.0,0,1,0.0,0.0,0.0,2.0277777777777777,10,0,0,20,32,0,0,0
0,0,0,1,0,0,0,1,3,19,130.0,115.9,18.0,0.0,5.0,14.0,2.0,12.0,2.0,0.0,5.0,6.0,5.0,12.6,0.0,9.4,-0.8,-3.12,40.0,100.0,0.41000000000000014,-0.5999999999999996,2.8,0.0,10.0,1,11.0,1,0,3.0,0.0,3.0,6.0,7,4,0,17,33,0,0,0
0,0,0,0,0,0,0,1,37,37,133.1,110.0,53.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,0.0,-11.0,0.0,1.0,0.0,9.0,2,37.0,0,0,5.0,4.0,9.0,0.0,14,7,0,24,30,3,1,0
0,1,1,0,1,0,0,1,37,38,125.0,125.0,19.0,0.0,6.0,8.0,5.0,10.6,0.0,0.0,6.0,8.0,5.0,11.0,0.0,10.8,1.4,1.74,83.33333333333334,83.33333333333334,-1.9000000000000004,-0.40000000000000036,1.3333333333333333,0.0,12.0,2,37.5,0,0,1.0,1.0,2.0,2.12,9,0,0,24,33,0,0,0
0,0,0,1,1,0,0,1,38,19,118.0,111.0,21.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,7.6,2.6,0.32,100.0,100.0,1.4000000000000004,-0.16666666666666607,1.0,0.0,12.0,1,28.5,0,1,0.0,0.0,0.0,2.0833333333333335,4,4,0,24,27,0,0,0
0,0,0,1,1,0,0,1,1,19,131.0,120.2,21.0,0.0,5.0,10.0,4.0,11.75,0.0,0.0,5.0,6.0,5.0,11.6,0.0,12.4,0.5,1.79,80.0,100.0,-0.2699999999999996,0.15000000000000036,2.0,0.0,10.0,1,10.0,0,0,1.0,0.0,1.0,2.9375,8,4,1,19,29,0,0,0
1,0,0,1,0,0,0,1,3,1,133.1,103.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-10.3,0.0,0.0,0.0,12.0,1,2.0,0,0,6.0,6.0,12.0,0.0,5,7,0,17,29,3,0,0
1,0,0,1,1,0,0,1,19,19,124.0,113.9,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0,0.0,-11.39,0.0,0.0,0.0,12.0,1,19.0,0,0,6.0,6.0,12.0,0.0,4,0,0,24,31,0,0,0
1,0,1,0,1,0,0,1,34,3,133.1,130.6,23.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0,0.0,-13.059999999999999,0.0,1.0,0.0,10.0,3,18.5,0,0,5.0,5.0,10.0,0.0,13,4,0,22,26,0,0,0
0,1,0,1,1,0,0,1,37,37,133.0,121.8,18.0,0.0,6.0,7.0,5.0,10.2,0.0,0.0,6.0,9.0,4.0,11.25,0.0,12.4,0.5,1.79,83.33333333333334,66.66666666666666,-1.9800000000000004,-1.0500000000000007,1.1666666666666667,0.0,12.0,0,37.0,0,0,1.0,2.0,3.0,2.04,9,0,0,24,33,0,0,0
0,0,0,1,1,0,0,1,3,1,133.1,115.0,19.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,16.2,0.3,-0.92,100.0,100.0,1.333333333333334,0.16666666666666785,1.0,0.0,12.0,1,2.0,0,1,0.0,0.0,0.0,2.138888888888889,14,4,1,19,29,0,0,0
1,0,1,0,0,0,0,1,19,3,130.0,130.0,23.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,0.0,-13.0,0.0,1.0,0.0,10.0,3,11.0,0,0,5.0,5.0,10.0,0.0,6,10,0,18,28,7,0,0
0,0,0,1,1,0,0,1,38,1,123.0,129.0,19.0,0.0,6.0,8.0,6.0,11.666666666666666,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,10.8,1.4,1.74,100.0,100.0,-1.2333333333333343,-0.6666666666666679,1.3333333333333333,0.0,12.0,1,19.5,0,1,0.0,0.0,0.0,1.9444444444444444,9,0,3,19,2,0,0,0
0,1,0,1,1,0,0,1,19,38,124.0,113.9,20.0,0.0,5.0,8.0,5.0,12.0,1.0,0.0,5.0,8.0,4.0,15.0,1.0,12.7,3.7,-1.7,100.0,80.0,0.6099999999999994,-3.0,1.6,0.0,10.0,0,28.5,1,1,0.0,1.0,1.0,2.4,5,4,0,22,31,0,0,0
1,0,0,1,0,0,0,1,38,3,150.0,140.0,24.0,0.0,7.0,11.0,7.0,11.294444444444444,0.0,0.0,8.0,22.0,2.0,12.6,0.0,15.5,2.8,-4.06,100.0,25.0,-2.7055555555555557,-1.3055555555555554,1.5714285714285714,0.0,15.0,1,20.5,0,1,0.0,6.0,6.0,1.6134920634920635,11,7,0,24,1,0,0,0
1,1,0,1,1,0,0,1,38,38,146.0,134.1,18.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,10.8,1.4,1.74,100.0,100.0,-0.9100000000000001,-0.16666666666666607,1.0,0.0,12.0,0,38.0,0,1,0.0,0.0,0.0,2.0833333333333335,14,0,2,24,31,0,0,0
0,0,0,1,1,0,0,1,2,12,107.0,104.2,20.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,6.0,12.142857142857142,0.0,11.1,0.6,2.02,100.0,100.0,1.7466666666666661,0.023809523809523725,1.0,0.0,12.0,1,7.0,0,1,0.0,0.0,0.0,2.0277777777777777,9,0,0,18,2,0,0,0
1,0,0,1,1,0,0,1,1,1,117.0,117.7,20.0,0.0,6.0,9.0,6.0,14.666666666666666,0.0,0.0,6.0,7.0,6.0,13.857142857142858,0.0,8.9,1.4,3.51,100.0,100.0,2.8966666666666665,0.8095238095238084,1.5,0.0,12.0,1,1.0,0,1,0.0,0.0,0.0,2.444444444444444,13,4,0,19,28,0,0,0
0,0,0,1,1,0,0,1,38,1,136.0,133.9,18.0,0.0,7.0,9.0,7.0,14.711111111111112,0.0,0.0,8.0,9.0,8.0,14.627777777777778,0.0,15.5,2.8,-4.06,100.0,100.0,1.3211111111111116,0.08333333333333393,1.2857142857142858,0.0,15.0,1,19.5,0,1,0.0,0.0,0.0,2.1015873015873017,11,0,3,20,30,0,0,0
0,0,0,0,0,0,0,1,1,19,128.0,124.2,21.0,0.0,5.0,8.0,2.0,11.5,0.0,0.0,5.0,7.0,2.0,10.5,0.0,7.6,2.6,0.32,40.0,40.0,-0.9199999999999999,1.0,1.6,0.0,10.0,2,10.0,0,0,3.0,3.0,6.0,5.75,5,4,2,19,34,0,0,0
1,1,0,1,0,0,0,1,1,19,133.0,132.0,20.0,0.0,6.0,11.0,5.0,11.142857142857142,0.0,0.0,6.0,9.0,6.0,11.571428571428571,0.0,16.2,0.3,-0.92,83.33333333333334,100.0,-2.057142857142857,-0.4285714285714288,1.8333333333333333,0.0,12.0,0,10.0,0,0,1.0,0.0,1.0,2.2285714285714286,9,0,0,24,33,0,0,0
0,1,0,1,1,0,0,1,37,37,124.0,116.0,21.0,0.0,8.0,8.0,7.0,13.957142857142856,0.0,0.0,8.0,8.0,7.0,13.957142857142856,0.0,12.7,3.7,-1.7,87.5,87.5,2.357142857142856,0.0,1.0,0.0,16.0,0,37.0,0,0,1.0,1.0,2.0,1.9938775510204079,11,0,1,24,33,0,0,0
0,0,0,1,1,0,0,1,34,34,120.0,122.0,34.0,8.0,10.0,11.0,10.0,12.2,0.0,5.0,10.0,12.0,9.0,12.333333333333334,0.0,7.6,2.6,0.32,100.0,90.0,0.0,-0.13333333333333464,1.1,0.8,20.0,1,34.0,0,1,0.0,1.0,1.0,1.22,14,8,0,0,0,13,0,0
1,0,0,0,0,0,0,1,37,26,130.0,130.0,41.0,0.0,5.0,9.0,0.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,3.0,10.8,1.4,1.74,0.0,0.0,-13.0,0.0,1.8,0.0,10.0,2,31.5,1,0,5.0,5.0,10.0,0.0,7,15,2,25,2,5,0,0
0,1,0,1,1,0,0,1,38,38,150.0,137.8,18.0,0.0,6.0,6.0,6.0,15.0,0.0,0.0,6.0,6.0,6.0,15.5,0.0,8.9,1.4,3.51,100.0,100.0,1.2199999999999989,-0.5,1.0,0.0,12.0,0,38.0,0,1,0.0,0.0,0.0,2.5,14,4,0,22,31,0,0,0
0,1,0,1,1,0,0,1,1,19,121.0,135.4,19.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,0.0,6.0,10.0,5.0,13.4,0.0,8.9,1.4,3.51,100.0,83.33333333333334,-0.206666666666667,-0.06666666666666643,1.0,0.0,12.0,0,10.0,0,1,0.0,1.0,1.0,2.2222222222222223,13,0,1,19,31,0,0,0
0,0,1,1,1,0,0,1,1,37,115.0,117.1,22.0,0.0,5.0,5.0,5.0,13.8,0.0,0.0,5.0,5.0,5.0,13.0,0.0,7.6,2.6,0.32,100.0,100.0,2.0900000000000016,0.8000000000000007,1.0,0.0,10.0,2,19.0,0,1,0.0,0.0,0.0,2.7600000000000002,8,0,5,19,33,0,0,0
0,0,0,1,1,0,0,1,3,1,138.0,134.5,18.0,0.0,7.0,7.0,7.0,13.457142857142856,0.0,0.0,8.0,8.0,8.0,15.125,0.0,13.9,-0.3,0.79,100.0,100.0,0.007142857142856229,-1.6678571428571445,1.0,0.0,15.0,1,2.0,0,1,0.0,0.0,0.0,1.9224489795918365,11,4,3,17,29,0,0,0
0,0,0,1,0,0,0,0,35,37,100.0,100.0,41.0,0.0,6.0,10.0,4.0,13.5,0.0,1.0,6.0,7.0,6.0,11.166666666666666,0.0,7.6,2.6,0.32,66.66666666666666,100.0,3.5,2.333333333333334,1.6666666666666667,0.0,12.0,1,36.0,0,0,2.0,0.0,2.0,3.375,2,7,1,25,34,0,0,0
1,0,0,1,0,0,0,1,4,19,133.1,98.0,26.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-9.8,0.0,1.0,0.0,12.0,1,11.5,0,0,6.0,6.0,12.0,0.0,10,0,0,19,29,0,0,0
1,1,0,1,1,0,0,1,19,19,126.0,116.6,20.0,0.0,5.0,6.0,5.0,14.0,0.0,0.0,5.0,7.0,5.0,13.8,0.0,8.9,1.4,3.51,100.0,100.0,2.34,0.1999999999999993,1.2,0.0,10.0,0,19.0,0,1,0.0,0.0,0.0,2.8,6,0,5,22,27,0,0,0
0,0,1,0,1,0,0,1,37,37,120.0,120.0,19.0,2.0,6.0,7.0,5.0,11.6,0.0,1.0,6.0,12.0,2.0,11.0,0.0,12.4,0.5,1.79,83.33333333333334,33.33333333333333,-0.40000000000000036,0.5999999999999996,1.1666666666666667,0.3333333333333333,12.0,3,37.0,0,0,1.0,4.0,5.0,2.32,7,10,0,22,32,7,0,0
1,0,0,1,1,0,0,1,1,3,125.0,121.9,18.0,0.0,6.0,15.0,3.0,11.666666666666666,0.0,0.0,6.0,14.0,2.0,12.5,0.0,10.8,1.4,1.74,50.0,33.33333333333333,-0.5233333333333352,-0.8333333333333339,2.5,0.0,12.0,1,2.0,0,0,3.0,4.0,7.0,3.888888888888889,10,0,0,19,1,0,0,0
0,0,0,1,0,0,0,1,2,3,120.0,116.1,20.0,0.0,5.0,12.0,3.0,11.666666666666666,2.0,0.0,5.0,11.0,4.0,11.5,1.0,9.4,-0.8,-3.12,60.0,80.0,0.05666666666666664,0.16666666666666607,2.4,0.0,10.0,1,2.5,1,0,2.0,1.0,3.0,3.888888888888889,5,4,0,17,26,0,0,0
0,0,0,1,0,0,0,0,37,37,110.0,120.0,42.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,10.8,1.4,1.74,100.0,100.0,-0.3333333333333339,-2.0,1.0,0.0,12.0,1,37.0,0,1,0.0,0.0,0.0,1.9444444444444444,2,7,0,22,33,2,1,0
1,1,0,1,1,0,0,1,38,37,133.0,126.4,18.0,0.0,7.0,7.0,7.0,13.462857142857144,0.0,0.0,8.0,8.0,8.0,13.90625,0.0,11.1,0.6,2.02,100.0,100.0,0.8228571428571438,-0.4433928571428556,1.0,0.0,15.0,0,37.5,0,1,0.0,0.0,0.0,1.9232653061224492,11,4,3,20,31,0,0,0
0,1,0,1,0,0,0,0,38,37,120.0,110.5,36.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,0.0,6.0,6.0,6.0,11.5,0.0,10.8,1.4,1.74,100.0,100.0,0.7833333333333332,0.3333333333333339,1.0,0.0,12.0,0,37.5,0,1,0.0,0.0,0.0,1.9722222222222223,2,7,0,20,27,0,1,0
0,0,0,1,1,0,0,1,1,1,159.0,151.0,18.0,0.0,6.0,6.0,6.0,14.833333333333334,0.0,0.0,6.0,6.0,6.0,15.333333333333334,0.0,12.7,3.7,-1.7,100.0,100.0,-0.2666666666666657,-0.5,1.0,0.0,12.0,1,1.0,0,1,0.0,0.0,0.0,2.4722222222222223,14,0,1,18,27,0,0,0
0,0,0,1,1,0,1,1,19,38,124.0,123.3,22.0,0.0,6.0,7.0,6.0,10.833333333333334,0.0,0.0,6.0,6.0,6.0,10.666666666666666,0.0,13.9,-0.3,0.79,100.0,100.0,-1.4966666666666661,0.16666666666666785,1.1666666666666667,0.0,12.0,1,28.5,0,1,0.0,0.0,0.0,1.8055555555555556,10,4,1,24,33,0,0,15
1,0,1,0,0,0,0,1,19,19,148.0,130.9,24.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-13.09,0.0,2.0,0.0,12.0,3,19.0,0,0,6.0,6.0,12.0,0.0,13,7,0,22,31,0,0,0
0,1,0,1,0,0,0,1,19,19,160.0,154.4,18.0,0.0,7.0,9.0,7.0,15.116666666666667,0.0,0.0,8.0,9.0,8.0,16.168888888888887,0.0,15.5,2.8,-4.06,100.0,100.0,-0.32333333333333414,-1.0522222222222197,1.2857142857142858,0.0,15.0,0,19.0,0,1,0.0,0.0,0.0,2.1595238095238094,11,0,0,19,33,0,0,0
0,1,0,1,1,0,0,1,19,1,148.0,140.0,18.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,16.2,0.3,-0.92,100.0,100.0,-0.3333333333333339,-1.0,1.0,0.0,12.0,0,10.0,0,1,0.0,0.0,0.0,2.2777777777777777,14,0,1,18,33,0,0,0
0,1,0,1,0,0,0,1,37,19,126.0,119.3,19.0,0.0,8.0,9.0,8.0,13.78125,1.0,0.0,8.0,9.0,8.0,13.78125,1.0,9.4,-0.8,-3.12,100.0,100.0,1.8512500000000003,0.0,1.125,0.0,16.0,0,28.0,1,1,0.0,0.0,0.0,1.72265625,11,5,0,20,29,0,0,0
0,0,0,1,0,0,0,1,38,3,157.0,141.4,21.0,3.0,7.0,8.0,7.0,13.3875,0.0,2.0,8.0,8.0,8.0,15.9,0.0,13.9,-0.3,0.79,100.0,100.0,-0.7525000000000013,-2.512500000000001,1.1428571428571428,0.42857142857142855,15.0,1,20.5,0,1,0.0,0.0,0.0,1.9124999999999999,11,9,0,20,26,0,0,0
1,0,0,0,1,0,0,1,34,1,142.0,136.1,19.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0,0.0,-13.61,0.0,2.0,0.0,10.0,2,17.5,1,0,4.0,6.0,10.0,0.0,14,0,2,20,2,0,0,0
0,0,0,1,0,0,0,1,37,38,100.0,120.0,29.0,0.0,7.0,9.0,1.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,14.285714285714285,0.0,-2.0,10.0,1.2857142857142858,0.0,14.0,1,37.5,0,0,6.0,7.0,13.0,10.0,12,7,0,24,33,3,0,0
0,0,0,1,0,0,0,0,37,37,133.1,150.3,47.0,0.0,5.0,5.0,5.0,14.8,0.0,0.0,5.0,5.0,5.0,14.4,0.0,7.6,2.6,0.32,100.0,100.0,-0.23000000000000043,0.40000000000000036,1.0,0.0,10.0,1,37.0,0,1,0.0,0.0,0.0,2.96,16,7,0,24,33,3,1,0
1,0,0,1,0,0,0,1,38,1,115.0,118.5,21.0,0.0,5.0,9.0,1.0,10.0,0.0,0.0,5.0,10.0,1.0,10.0,0.0,7.6,2.6,0.32,20.0,20.0,-1.8499999999999996,0.0,1.8,0.0,10.0,1,19.5,0,0,4.0,4.0,8.0,10.0,8,0,0,24,32,0,0,0
1,0,1,0,0,0,0,1,1,3,100.0,120.0,44.0,2.0,7.0,14.0,4.0,12.0,2.0,0.0,6.0,16.0,0.0,0.0,1.0,15.5,2.8,-4.06,57.14285714285714,0.0,0.0,12.0,2.0,0.2857142857142857,13.0,3,2.0,1,0,3.0,6.0,9.0,3.0,3,7,0,24,2,0,0,0
